"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Voidwing Hybrid","one","Near Mint","English","","","2023-12-27 06:52:45.133000","221","False","False",""
"3","3","Volt Charge","one","Near Mint","English","","","2024-01-11 07:26:03.763000","155","False","False",""
"1","1","Voracious Fell Beast","ltr","Near Mint","English","","","2023-12-28 00:56:04.453000","113","False","False",""
"1","1","Vow of Flight","cmr","Near Mint","English","","","2024-01-11 08:29:52.887000","105","False","False",""
"1","1","Vraan, Executioner Thane","one","Near Mint","English","","","2023-12-27 05:35:54.267000","114","False","False",""
"2","2","Vraska's Fall","one","Near Mint","English","","","2024-01-11 08:42:36.223000","116","False","False",""
"2","2","Vulshok Splitter","one","Near Mint","English","","","2024-01-11 08:51:33.847000","156","False","False",""
"1","1","Wanderlight Spirit","vow","Near Mint","English","foil","","2023-12-28 00:54:00.443000","86","False","False",""
"1","1","War Room","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1054","False","False",""
"1","1","Warping Wail","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","812","False","False",""
"7","7","Wastes","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1056","False","False",""
"8","8","Wastes","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1055","False","False",""
"2","2","Watchful Blisterzoa","one","Near Mint","English","","","2024-01-11 08:20:02.750000","78","False","False",""
"1","1","Wayfarer's Bauble","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","287","False","False",""
"1","1","Weakstone's Subjugation","bro","Near Mint","English","foil","","2024-01-11 08:30:47.417000","72","False","False",""
"1","1","Welding Sparks","cmr","Near Mint","English","","","2024-01-11 07:28:39.237000","210","False","False",""
"1","1","Welding Sparks","cmr","Near Mint","English","foil","","2024-01-11 07:28:47.867000","210","False","False",""
"2","2","Whisper of the Dross","one","Near Mint","English","","","2023-12-27 06:57:02.563000","117","False","False",""
"1","1","White Sun's Twilight","one","Near Mint","English","","","2023-12-27 06:19:35.807000","38","False","False",""
"1","1","Wild Celebrants","cmr","Near Mint","English","","","2024-01-11 07:03:36.807000","212","False","False",""
"1","1","Wild Ricochet","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","169","False","False",""
"1","1","Wildfire Devils","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","170","False","False",""
"1","1","Wildsize","cmr","Near Mint","English","","","2024-01-11 09:12:30.577000","264","False","False",""
"1","1","Wildsize","cmr","Near Mint","English","foil","","2024-01-11 09:13:22.203000","264","False","False",""
"1","1","Witchstalker Frenzy","woe","Near Mint","English","","","2023-12-28 01:11:23.417000","159","False","False",""
"1","1","World-Weary","mh2","Near Mint","English","","","2024-01-11 08:46:03.897000","109","False","False",""
"2","2","World-Weary","mh2","Near Mint","English","","","2024-01-11 08:46:21.123000","348","False","False",""
"1","1","Worn Powerstone","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","984","False","False",""
"1","1","Worn Powerstone","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","288","False","False",""
"1","1","Yavimaya Elder","mic","Near Mint","English","","","2024-01-11 07:12:53.307000","147","False","False",""
"2","2","You're Ambushed on the Road","afr","Near Mint","English","","","2024-01-11 08:52:39.087000","43","False","False",""
"3","3","Zealot's Conviction","one","Near Mint","English","","","2024-01-11 07:45:53.737000","39","False","False",""
"1","1","Zenith Chronicler","one","Near Mint","English","","","2023-12-27 05:40:09.177000","246","False","False",""
"1","1","Zhulodok, Void Gorger","cmm","Near Mint","English","foil","","2024-01-10 21:41:01.887000","704","False","False",""
